,geometry,osid,theme,changetype,name1_text,name2_text,roadlinkid,description,versiondate,name1_language,name2_language,routehierarchy,geometry_length_m,alternatename1_text,alternatename2_text,capturespecification,versionavailabletodate,alternatename1_language,alternatename2_language,roadclassificationnumber,versionavailablefromdate,presenceofpavement_source,presenceofpavement_sideofroad,presenceofpavement_updatedate,presenceofpavement_evidencedate,presenceofpavement_capturemethod,presenceofpavement_averagewidth_m,presenceofpavement_minimumwidth_m,distance_to_point,bearing_to_point,site
31,"LINESTRING (260008.59861782656 665324.8619099614, 260004.73011241766 665298.4221958098)",f3b90dbe-4169-4075-ba50-b33f3379ab9e,Transport,New,Burrells Lane,,c8ed82ee-855e-479b-b2b4-bf83b2daa445,Pavement,2023-09-14,,,Local Road,26.723,Burrell's Lane,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-03-24,Automated Process,0.87,0.6,25.088340454078143,189.08631339227398,GHSR
32,"LINESTRING (260100.1975055465 665397.2610607146, 260095.84785820695 665389.4378148834, 260089.8511680613 665381.4339263446, 260080.85202570533 665371.4331350843, 260069.8504603908 665363.4351840781, 260058.84885439472 665355.437260496, 260045.84888066124 665347.437170854, 260044.24749747026 665346.7315636254)",f5fe59ff-3a90-4f0e-8604-0ed4fadef343,Transport,Modified Attributes,High Street,,68ca5031-b23a-49a4-aa0e-fa6e8efddee2,Pavement,2023-11-10,,,A Road,76.629,,,Urban,,,,A8,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2022-06-20,Automated Process,2.81,1.28,31.14175792917288,1.7348660275898737,GHSR
33,"LINESTRING (260004.02319992307 665293.6110398198, 260000.18688468653 665267.393053365)",f7e6b927-5481-405c-b57e-625036cca28a,Transport,Modified Attributes,Burrells Lane,,4636b7dc-0ac4-413e-bc93-8fdd4f11f8c8,Pavement,2023-11-10,,,Local Road,26.495,Burrell's Lane,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2014-03-24,Automated Process,0.9,0.66,56.66101100058416,191.8943714995947,GHSR
34,"LINESTRING (260099.46208689007 665398.7328188597, 260057.76261782605 665407.8447171996)",fa0bc70d-517d-4bf5-86c0-a23e17c1bfc1,Transport,New,Rottenrow East,,bff14fe1-3c73-4680-a181-84da804c7573,Pavement,2023-09-14,,,Local Road,42.682,Rottenrow,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2022-06-20,Automated Process,2.6,1.16,73.38247042130087,315.43884366497286,GHSR
35,"LINESTRING (260019.72664335973 665416.1479254359, 260013.848603428 665417.4296520484)",fde9fa29-3a0c-4f95-b216-13c10b5b9430,Transport,Modified Attributes,Rottenrow East,,7a6d2021-0b54-4178-b014-733924d18086,Pavement,2023-11-10,,,Local Road,6.017,Rottenrow,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2019-08-25,Automated Process,1.71,0.89,66.94490789225792,357.18937393745597,GHSR
0,"LINESTRING (258714.26548740244 665291.9368867686, 258703.98600690687 665243.9872789283)",00858e53-ac03-4e44-804e-1b5bdbce7e31,Transport,New,Hope Street,,f1edea98-d909-4f8a-9ce8-82ab7378b6db,Pavement,2023-09-14,,,Minor Road,49.036,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-09-10,Automated Process,2.64,0.41,74.29242477205875,11.3370462770622,GLA4
1,"LINESTRING (258662.86341651107 665250.4205786922, 258606.1224289393 665259.8819026946)",0cba1a12-dad3-44d5-bdf0-80b2bd302244,Transport,Modified Attributes,Cadogan Street,,a9da693b-f22b-4ae9-a034-0660ec88550c,Pavement,2023-11-10,,,Local Road,57.524,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2005-06-29,Automated Process,3.2,1.46,87.64568090572733,303.1692605076806,GLA4
2,"LINESTRING (258699.08081083893 665215.3990653794, 258694.92638963327 665182.7542127584)",16598ba7-3d39-4332-88d4-545087356378,Transport,New,Hope Street,,4201a87b-0ec8-41d6-8b64-ab883562c635,Pavement,2023-09-14,,,Minor Road,32.913,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2001-03-14,Automated Process,3.72,1.12,13.070748191430908,359.79566413618664,GLA4
3,"LINESTRING (258698.92575121444 665125.4721315452, 258698.3094862197 665125.5925012953, 258673.86675360566 665129.8659289825)",1dbde514-dbb4-41ce-ad14-c560e2b59ba0,Transport,New,Argyle Street,,0d0684eb-7a29-4c27-9adc-97a4b4c22fa6,Pavement,2023-09-14,,,Minor Road,25.441,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-08-25,Automated Process,5.22,1.02,43.59500771317089,165.28249784773993,GLA4
4,"LINESTRING (258664.29323012556 665131.9384875408, 258653.86884280137 665134.4287071662, 258651.20535588195 665134.9723867914, 258580.96753531837 665149.3748121707)",2aa6e4ea-4644-4240-ba20-5ef8f48ed59d,Transport,New,Argyle Street,,4e20fdac-e019-43aa-ac14-fb7762f505e0,Pavement,2023-09-14,,,Minor Road,85.133,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-08-25,Automated Process,5.56,1.11,50.574212668305385,86.91190790758151,GLA4
5,"LINESTRING (258681.9540706675 665151.5334543926, 258680.29471447118 665147.9119509241, 258676.86787339885 665140.4274306089, 258675.36665580748 665138.0037188905)",2d34c1ce-7e36-4bc9-ab23-e601a874255d,Transport,Modified Attributes,Hope Street,,e3a0bff9-1152-41fc-aa60-8d32b90cc3fd,Pavement,2023-11-10,,,Minor Road,15.06,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2020-01-23,Automated Process,6.57,0.86,24.200094088366022,149.57889717856625,GLA4
6,"LINESTRING (258697.75507387918 665125.6885744492, 258678.3079400774 665129.0859901871)",33d72b22-c5c7-468d-bb2e-ec55f0b20e6c,Transport,New,Argyle Street,,0d0684eb-7a29-4c27-9adc-97a4b4c22fa6,Pavement,2023-09-14,,,Minor Road,19.74,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2020-01-23,Automated Process,5.67,0.99,43.596860347371646,167.44251036129378,GLA4
7,"LINESTRING (258669.63065705425 665127.9102484643, 258655.29876963442 665093.6263269011, 258655.8542010794 665020.2947633067)",3794bd01-3242-4389-8707-4b747d654dee,Transport,New,Oswald Street,,935e06ce-01b2-4ab0-800a-0f0b7b49cf7e,Pavement,2023-09-14,,,Minor Road,110.491,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-08-25,Automated Process,4.04,0.89,50.526588157998944,144.0559676803756,GLA4
8,"LINESTRING (258662.86341651107 665250.4205786922, 258606.8387964288 665259.7582477705)",3fee058d-b4d1-4ce7-a726-9006d7cf93df,Transport,Modified Attributes,Cadogan Street,,a9da693b-f22b-4ae9-a034-0660ec88550c,Pavement,2023-11-10,,,Local Road,56.8,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2001-03-14,Automated Process,5.04,0.81,87.64568090572733,303.50822992873225,GLA4
9,"LINESTRING (258682.07507032316 665151.7856875896, 258680.29471447118 665147.9119509241, 258676.86787339885 665140.4274306089, 258673.30961002447 665134.6736678204, 258672.11260584803 665132.7412526883)",677cf86e-539a-45eb-90e7-d03f5389ddaa,Transport,Modified Geometry And Attributes,Hope Street,,e3a0bff9-1152-41fc-aa60-8d32b90cc3fd,Pavement,2023-11-10,,,Minor Road,21.539,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2018-09-10,Automated Process,5.12,1.12,23.929673701478073,148.80677657458938,GLA4
10,"LINESTRING (258693.91601846053 665174.8343397724, 258693.86502748454 665174.4238815453, 258687.86293254813 665164.428187966, 258682.07507032316 665151.7856875896)",68002703-c577-4e5f-9e5f-3c6caa926792,Transport,New,Hope Street,,b4400db4-82fd-4a1f-be4e-9c69d3b12ccd,Pavement,2023-09-14,,,Minor Road,25.978,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2020-01-23,Automated Process,4.44,1.18,5.525370327499315,144.44449598079677,GLA4
11,"LINESTRING (258615.01706356817 665199.6551007036, 258595.46159514395 665203.3683243137)",7b763dae-051c-4f36-8891-287c1a345698,Transport,New,Holm Street,,7d2181c1-f38d-4a0e-80fa-d62538f336e4,Pavement,2023-11-10,,,Local Road,19.906,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2018-09-10,Automated Process,2.37,1.06,87.78896084549544,328.6916926533362,GLA4
12,"LINESTRING (258703.94854151964 665243.7991483426, 258700.86708331757 665229.430899265, 258699.4443640104 665218.2831957191)",81a23a56-e100-45dd-9b76-62a81970f646,Transport,New,Hope Street,,bf1b1721-a3e6-4459-a7ac-f5aec3b3c127,Pavement,2023-09-14,,,Minor Road,25.938,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-09-10,Automated Process,2.99,1.05,48.35018638189393,2.850637026167419,GLA4
13,"LINESTRING (258650.1747185857 665192.9818132843, 258596.0528154949 665203.2487577003)",8a3163cd-824f-4b11-9460-2904890709f9,Transport,Modified Attributes,Holm Street,,7d2181c1-f38d-4a0e-80fa-d62538f336e4,Pavement,2023-11-10,,,Local Road,55.091,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2005-06-29,Automated Process,1.75,1.51,52.74507590639642,340.0369358687142,GLA4
14,"LINESTRING (258703.98600690687 665243.9872789283, 258700.86708331757 665229.430899265, 258699.67916959728 665220.1022372142)",b4bc1038-bd13-4389-8773-a6210f16c40d,Transport,New,Hope Street,,bf1b1721-a3e6-4459-a7ac-f5aec3b3c127,Pavement,2023-09-14,,,Minor Road,24.297,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-08-25,Automated Process,3.38,1.13,50.17702132594082,3.002024645632048,GLA4
15,"LINESTRING (258694.6747054412 665180.8020609997, 258693.86502748454 665174.4238815453, 258687.86293254813 665164.428187966, 258682.14935773754 665151.9503385555)",b8166600-0ac4-4a62-9a3e-7e62e1b6c968,Transport,New,Hope Street,,b4400db4-82fd-4a1f-be4e-9c69d3b12ccd,Pavement,2023-09-14,,,Minor Road,31.811,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-09-10,Automated Process,3.41,0.82,5.525370327499315,135.25119907564851,GLA4
16,"LINESTRING (258670.39744354656 665130.4804685584, 258665.8162450241 665131.5768658303, 258653.86884280137 665134.4287071662, 258651.20535588195 665134.9723867914, 258580.8246945912 665149.4128958632)",b8cdf924-0bbb-4229-ac8b-75b5f9609f56,Transport,New,Argyle Street,,4e20fdac-e019-43aa-ac14-fb7762f505e0,Pavement,2023-09-14,,,Minor Road,91.558,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-09-10,Automated Process,5.53,0.97,47.9686931387644,90.09682347089193,GLA4
17,"LINESTRING (258714.26548740244 665291.9368867686, 258703.98600690687 665243.9872789283)",bd13d544-749d-466d-87db-44db9c875bae,Transport,New,Hope Street,,f1edea98-d909-4f8a-9ce8-82ab7378b6db,Pavement,2023-09-14,,,Minor Road,49.036,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-08-25,Automated Process,3.18,0.59,74.29242477205875,11.3370462770622,GLA4
18,"LINESTRING (258669.02536882393 665126.4486009558, 258655.29876963442 665093.6263269011, 258655.8682426381 665018.4230415428)",bec99b88-82d3-4c5d-944d-1b4dd8a64e0d,Transport,New,Oswald Street,,935e06ce-01b2-4ab0-800a-0f0b7b49cf7e,Pavement,2023-09-14,,,Minor Road,110.781,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-08-25,Automated Process,3.69,0.8,52.079581701365605,144.26180206630494,GLA4
19,"LINESTRING (258647.87720939814 665193.4132954603, 258620.6826000069 665198.5789094986)",c64727c0-19e3-4a52-b73d-cf5bee66209c,Transport,Modified Attributes,Holm Street,,7d2181c1-f38d-4a0e-80fa-d62538f336e4,Pavement,2023-11-10,,,Local Road,27.681,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2014-03-24,Automated Process,1.86,1.02,55.004034603791354,346.3582115195092,GLA4
20,"LINESTRING (258699.41061272248 665218.0169745877, 258694.6747054412 665180.8020609997)",fa73fbc6-97e9-4c31-a11f-af86893f63f4,Transport,New,Hope Street,,4201a87b-0ec8-41d6-8b64-ab883562c635,Pavement,2023-09-14,,,Minor Road,37.522,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-09-10,Automated Process,3.06,0.99,11.231920257162338,359.8034104804552,GLA4
0,"LINESTRING (293752.67827707075 680972.787782405, 293770.4325051088 680992.5149214681, 293770.5448076393 680992.7682541469)",11058315-57a8-42d4-8740-1bfba53c7c34,Transport,Modified Attributes,Inchyra Place,,053b6e49-fdce-42f5-a583-b776102108b8,Pavement,2024-01-05,,,Local Road,26.812,,,Urban,,,,,2024-01-06T00:00:00Z,Ordnance Survey,Right,2024-01-04,2023-05-29,Automated Process,1.92,0.81,65.37390103741991,104.01021668449846,GRAN
1,"LINESTRING (293769.92214929 681106.0044735101, 293770.43379487796 681106.515186637, 293771.43783374195 681107.5148183668, 293776.43398820324 681109.5182542652, 293807.43571091315 681112.5166025315, 293811.4335557915 681114.5113132857, 293814.4331679592 681117.5105452006, 293817.43233801855 681122.5140923773, 293818.4352107786 681127.5112331045, 293818.4359663187 681147.509698731)",1387fe12-ac07-4961-8aba-356e303b0b8d,Transport,Modified Attributes,Westerton Road,,3b2b5cf2-dda6-4f0d-9dd7-9ae68f9089f2,Pavement,2024-01-05,,,Local Road,78.316,,,Urban,,,,,2024-01-06T00:00:00Z,Ordnance Survey,Left,2024-01-04,2020-09-27,Automated Process,1.87,1.07,93.99012448374184,332.8162120494229,GRAN
2,"LINESTRING (293771.7820836144 681029.2382875837, 293770.43465406634 681047.176660782, 293768.8223248005 681059.9437930128, 293766.40852844855 681062.2303942901)",1b7f0770-b6d8-48fe-abc5-9100350c54aa,Transport,Modified Attributes,Inchyra Place,,17bf9a30-fec4-48dc-ab91-c8a8aaaa73b4,Pavement,2024-01-05,,,Local Road,34.184,,,Urban,,,,,2024-01-06T00:00:00Z,Ordnance Survey,Right,2024-01-04,2023-05-29,Automated Process,1.77,1.47,58.22574903082929,320.3081488767118,GRAN
3,"LINESTRING (293741.4338087662 680959.7702488829, 293743.4354393326 680962.5157068582, 293752.59475749085 680972.6896296295)",385ab2ca-bcba-4b05-8f31-be89db076d42,Transport,Modified Attributes,Inchyra Place,,7f1c6c2c-43e3-45da-9d6e-05e9c75b6deb,Pavement,2024-01-05,,,Local Road,17.091,,,Urban,,,,,2024-01-06T00:00:00Z,Ordnance Survey,Left,2024-01-04,2020-09-27,Automated Process,1.76,1.3,90.84490974196746,93.0110779320147,GRAN
4,"LINESTRING (293752.67827707075 680972.787782405, 293770.4325051088 680992.5149214681, 293773.4373439441 680999.5114696769, 293774.43432842277 681004.5198823808, 293772.4337944651 681020.5146150962, 293771.90892171615 681027.553768658)",59d86fbc-0540-43ca-abd6-5814f8c190d3,Transport,Modified Attributes,Inchyra Place,,053b6e49-fdce-42f5-a583-b776102108b8,Pavement,2024-01-05,,,Local Road,62.444,,,Urban,,,,,2024-01-06T00:00:00Z,Ordnance Survey,Left,2024-01-04,2020-09-27,Automated Process,1.96,1.04,56.64470840593719,104.37620603086765,GRAN
5,"LINESTRING (293766.40852844855 681062.2303942901, 293767.85335007485 681064.1544836558, 293768.3371741397 681066.5699714854, 293767.85420495307 681074.0423575697, 293765.4333997971 681097.5190710472, 293766.4367521455 681100.5118868164, 293767.4341438332 681103.5159849757)",795c8123-464a-4094-aad9-115a22e94733,Transport,Modified Attributes,Westerton Road,,44c1b6bf-0fa5-42c1-bf28-2ea775171a9c,Pavement,2024-01-05,,,Local Road,42.28,,,Urban,,,,,2024-01-06T00:00:00Z,Ordnance Survey,Left,2024-01-04,2020-09-27,Automated Process,2.01,1.02,75.12302840511728,302.91316053660665,GRAN
6,"LINESTRING (293767.4341438332 681103.5159849757, 293770.43379487796 681106.515186637, 293771.43783374195 681107.5148183668, 293776.43398820324 681109.5182542652, 293807.43571091315 681112.5166025315, 293811.4335557915 681114.5113132857, 293812.89201657014 681115.9785443799)",817a7ade-edbc-4bfe-b959-d1bdd7326c12,Transport,Modified Attributes,Westerton Road,,3b2b5cf2-dda6-4f0d-9dd7-9ae68f9089f2,Pavement,2024-01-05,,,Local Road,48.724,,,Urban,,,,,2024-01-06T00:00:00Z,Ordnance Survey,Right,2024-01-04,2023-05-29,Automated Process,1.74,1.09,93.99012448374184,320.95279089431233,GRAN
7,"LINESTRING (293767.1954796346 681063.2799255076, 293767.85335007485 681064.1544836558, 293768.3371741397 681066.5699714854, 293767.85420495307 681074.0423575697, 293765.4333997971 681097.5190710472, 293766.4367521455 681100.5118868164, 293767.4341438332 681103.5159849757)",bc1b6c31-d5f4-4ff3-bba9-f490da32e4a7,Transport,Modified Attributes,Westerton Road,,44c1b6bf-0fa5-42c1-bf28-2ea775171a9c,Pavement,2024-01-05,,,Local Road,40.968,,,Urban,,,,,2024-01-06T00:00:00Z,Ordnance Survey,Right,2024-01-04,2023-05-29,Automated Process,1.93,0.97,75.12302840511728,302.7956404148138,GRAN
8,"LINESTRING (293741.2851968707 680959.5623536408, 293743.4354393326 680962.5157068582, 293752.67827707075 680972.787782405)",c26a857b-aec5-46a2-81b6-2622a6fdce46,Transport,Modified Attributes,Inchyra Place,,7f1c6c2c-43e3-45da-9d6e-05e9c75b6deb,Pavement,2024-01-05,,,Local Road,17.476,,,Urban,,,,,2024-01-06T00:00:00Z,Ordnance Survey,Right,2024-01-04,2023-05-29,Automated Process,1.79,1.03,90.72192076924166,92.98114247897905,GRAN
9,"LINESTRING (293694.29183768184 681048.8902569979, 293701.4373610198 681049.5154368883, 293761.10374835995 681059.0988168505, 293764.5988238504 681060.1816945564, 293766.40852844855 681062.2303942901)",e747fb40-c115-4dda-bd9e-23e6b4dd2a6d,Transport,Modified Attributes,Westerton Road,,34781e4b-7e78-40eb-b5b6-1c9a9795d46b,Pavement,2024-01-05,,,Local Road,73.999,,,Urban,,,,,2024-01-06T00:00:00Z,Ordnance Survey,Left,2024-01-04,2020-09-27,Automated Process,1.75,1.14,75.24424271389802,281.0558894296997,GRAN
10,"LINESTRING (293771.78639463667 681029.1602360382, 293770.43465406634 681047.176660782, 293769.1667421616 681057.2183452283)",e84c60fb-53b4-48be-a609-898637ca97de,Transport,Modified Attributes,Inchyra Place,,17bf9a30-fec4-48dc-ab91-c8a8aaaa73b4,Pavement,2024-01-05,,,Local Road,28.191,,,Urban,,,,,2024-01-06T00:00:00Z,Ordnance Survey,Left,2024-01-04,2020-09-27,Automated Process,1.91,1.15,58.21067327637652,323.7894169278807,GRAN
11,"LINESTRING (293690.5660614009 681048.5703171716, 293701.4373610198 681049.5154368883, 293761.10374835995 681059.0988168505, 293764.4668062472 681060.1404141659)",eb042cc0-2ebd-4e8d-90f4-4a0208a40cb1,Transport,Modified Attributes,Westerton Road,,34781e4b-7e78-40eb-b5b6-1c9a9795d46b,Pavement,2024-01-05,,,Local Road,74.866,,,Urban,,,,,2024-01-06T00:00:00Z,Ordnance Survey,Right,2024-01-04,2020-09-27,Automated Process,1.92,1.21,75.78165854561755,278.53354354752486,GRAN
12,"LINESTRING (293773.715648563 681000.9298806483, 293774.43432842277 681004.5198823808, 293772.4337944651 681020.5146150962, 293771.8986511738 681027.6431023577)",f35e1ef2-ce03-4684-a82c-444455951816,Transport,Modified Attributes,Inchyra Place,,053b6e49-fdce-42f5-a583-b776102108b8,Pavement,2024-01-05,,,Local Road,26.928,,,Urban,,,,,2024-01-06T00:00:00Z,Ordnance Survey,Right,2024-01-04,2023-05-29,Automated Process,1.88,1.18,56.64470840593719,90.17042801491976,GRAN
0,"LINESTRING (293326.0285174827 681390.2973416781, 293327.4476038348 681390.1730740279, 293347.4414256897 681388.5081828779)",070d55c8-572e-4efb-9f18-500b0ccf0b7d,Transport,Modified Attributes,Moray Place,,4189223d-2239-4735-9e0b-f6408e19d297,Pavement,2023-11-10,,,Local Road,21.483,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2017-05-06,Automated Process,2.79,1.38,98.6725873061934,0.8389072649409854,GRA2
1,"LINESTRING (293357.12536092085 681389.3927623364, 293357.4542051675 681389.5739068055, 293366.7244465503 681388.3642361898, 293367.5341168373 681387.3086069358)",0a35b2f8-13d4-4964-a829-7e7b94d2b15c,Transport,New,Moray Place,,740a866c-a107-4e08-8d2c-3745f4155310,Pavement,2023-09-14,,,Local Road,11.05,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2020-09-27,Automated Process,2.94,0.99,80.46431044688153,1.5742214734948448,GRA2
2,"LINESTRING (293368.3741288098 681386.2188206257, 293408.9706619376 681381.7831920058)",0e8ee919-68a3-46c0-8d26-f80b21374ce0,Transport,Modified Attributes,Moray Place,,4da7f6a5-afd6-42f1-8b2a-8f9ec576e4ea,Pavement,2023-11-10,,,Local Road,40.836,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2020-09-27,Automated Process,2.07,1.22,45.54086757542824,6.748532867829965,GRA2
3,"LINESTRING (293416.02998407814 681380.9624595157, 293417.4355047443 681380.7940175598, 293431.4226965276 681379.1335783158)",26115240-5d98-4cd5-ab0c-9b231401c144,Transport,New,Moray Place,,c5b6a5c9-526b-4376-a57d-4a1b2ae750d6,Pavement,2023-09-14,,,Local Road,15.502,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2020-09-27,Automated Process,2.3,0.7,34.245491517248226,3.6931299434644984,GRA2
4,"LINESTRING (293431.4226965276 681379.1335783158, 293434.2150387164 681378.7971681743, 293444.9681273074 681377.517531548)",2bc5fada-6b88-4956-b79e-0d69a0fb8bda,Transport,Modified Attributes,Moray Place,,ae7e5ef8-37f5-4727-afec-e9defc13338a,Pavement,2024-01-05,,,Local Road,13.643,,,Urban,,,,,2024-01-06T00:00:00Z,Ordnance Survey,Left,2024-01-04,2020-09-27,Automated Process,2.0,1.47,33.128362076018746,359.22668878928437,GRA2
5,"LINESTRING (293444.6718470829 681526.2223804835, 293438.4401389165 681499.5078512481, 293412.2024168174 681384.8320723977)",36a343c0-9032-4ac0-a68f-d8bea2abe90b,Transport,New,Elizabeth Avenue,,90038061-3c1f-4df8-9036-771771a9b0a3,Pavement,2023-09-14,,,Local Road,145.064,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2020-09-27,Automated Process,2.77,0.93,46.27451817135883,352.52890639572456,GRA2
6,"LINESTRING (293368.3741288098 681386.2188206257, 293411.44022441376 681381.5104396214)",371dc624-d687-4bce-b12a-1707a3ec7d8a,Transport,Modified Attributes,Moray Place,,4da7f6a5-afd6-42f1-8b2a-8f9ec576e4ea,Pavement,2023-11-10,,,Local Road,43.319,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2017-05-06,Automated Process,2.7,0.97,43.88808819819982,6.788945461264348,GRA2
7,"LINESTRING (293507.5873388626 681281.7645418977, 293504.4402953268 681297.5094498734, 293502.5006674467 681309.6167177304)",46cacbf1-ed90-4aa1-b082-ecade5d05da4,Transport,New,Oxgang Road,,b2930342-4d62-4bbb-a771-e3c2f93ac588,Pavement,2024-02-06,,,Minor Road,28.322,,,Urban,,,,,2024-02-07T00:00:00Z,Ordnance Survey,Left,2024-02-02,2017-08-14,Automated Process,2.35,1.21,75.33278378306791,251.61099236084965,GRA2
8,"LINESTRING (293507.59842939 681281.7085921543, 293504.4402953268 681297.5094498734, 293502.06862277875 681312.3220937892, 293500.4369574959 681322.5065119581, 293494.43677655974 681352.5081106554, 293494.43551673956 681359.5120867621, 293495.4376084106 681370.5109758162, 293495.43846715946 681371.3015429487)",5cc03a3e-a93e-45de-966f-fe1572d56d2d,Transport,New,Oxgang Road,,b2930342-4d62-4bbb-a771-e3c2f93ac588,Pavement,2024-02-06,,,Minor Road,90.865,,,Urban,,,,,2024-02-07T00:00:00Z,Ordnance Survey,Right,2024-02-02,2020-09-27,Automated Process,3.45,1.12,58.78481120066351,272.26008575446497,GRA2
9,"LINESTRING (293347.4414256897 681388.5081828779, 293354.27796890057 681387.7596816911, 293357.4542051675 681389.5739068055, 293366.7244465503 681388.3642361898, 293368.3741288098 681386.2188206257)",6efd014e-bef7-4ff0-8210-313a5e759e3d,Transport,New,Moray Place,,740a866c-a107-4e08-8d2c-3745f4155310,Pavement,2023-09-14,,,Local Road,22.59,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2017-05-06,Automated Process,3.28,1.19,79.17978103345854,2.1413988795840737,GRA2
10,"LINESTRING (293523.1127744908 681204.1253459257, 293518.0398206797 681229.516308917, 293507.59842939 681281.7085921543)",742ffe19-9064-4ebf-8cf1-0874cc935df8,Transport,New,Oxgang Road,,b5721817-3c93-4a2b-93e7-e4ad29d067bb,Pavement,2023-09-14,,,Minor Road,79.119,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2020-09-27,Automated Process,3.21,1.1,95.6215449652556,218.82932138456084,GRA2
11,"LINESTRING (293444.9681273074 681377.517531548, 293492.4895487725 681371.8644904015)",78e1112d-cef3-4b5b-b46b-b5644419f577,Transport,Modified Attributes,Moray Place,,6a052217-5036-4dd4-bcde-dfd3410d1696,Pavement,2024-01-05,,,Local Road,47.856,,,Urban,,,,,2024-01-06T00:00:00Z,Ordnance Survey,Left,2024-01-04,2020-09-27,Automated Process,2.59,1.15,33.500810167154384,344.7393918152915,GRA2
12,"LINESTRING (293447.0452424156 681377.2656549636, 293490.7853532538 681372.062572177)",90eb198d-f2a7-4d49-96e0-c86a980a7bfb,Transport,Modified Attributes,Moray Place,,6a052217-5036-4dd4-bcde-dfd3410d1696,Pavement,2024-01-05,,,Local Road,44.048,,,Urban,,,,,2024-01-06T00:00:00Z,Ordnance Survey,Right,2024-01-04,2023-05-29,Automated Process,2.54,0.89,33.87062496635318,344.63968470371503,GRA2
13,"LINESTRING (293501.42568894004 681316.3354907624, 293500.4369574959 681322.5065119581, 293494.43677655974 681352.5081106554, 293494.43551673956 681359.5120867621, 293495.30994059995 681369.1333904826)",9506c937-99fa-4b3c-8055-6e12a385c94c,Transport,Modified Attributes,Oxgang Road,,b2930342-4d62-4bbb-a771-e3c2f93ac588,Pavement,2024-01-05,,,Minor Road,53.514,,,Urban,,,,,2024-01-06T00:00:00Z,Ordnance Survey,Left,2024-01-04,2023-05-29,Automated Process,2.87,1.0,58.78481120066351,289.1757398231353,GRA2
14,"LINESTRING (293431.4226965276 681379.1335783158, 293434.2150387164 681378.7971681743, 293442.8099735151 681377.7714163566)",c1fb53f9-68be-49e3-903c-20aa9e8f70d1,Transport,Modified Attributes,Moray Place,,ae7e5ef8-37f5-4727-afec-e9defc13338a,Pavement,2024-01-05,,,Local Road,11.47,,,Urban,,,,,2024-01-06T00:00:00Z,Ordnance Survey,Right,2024-01-04,2017-05-06,Automated Process,2.47,0.72,33.126388481700566,359.6313761928436,GRA2
